d_loss,g_loss,info_loss
0.33480212092399597,0.5507785081863403,1.5998163223266602
0.3688894808292389,0.6561118960380554,1.51658034324646
0.16579610109329224,0.9280586838722229,1.4962228536605835
0.2308613657951355,0.4677238464355469,1.490201473236084
0.15412259101867676,0.6904932260513306,1.4976541996002197
0.19156375527381897,0.5473056435585022,1.4826550483703613
0.18457728624343872,0.5270334482192993,1.4734762907028198
0.13379929959774017,0.5811260342597961,1.471466302871704
0.09955774992704391,0.7875591516494751,1.4722185134887695
0.13518092036247253,0.6738712787628174,1.4717823266983032
0.12457215040922165,0.5999744534492493,1.4731330871582031
0.13074474036693573,0.773780345916748,1.4715733528137207
0.18560533225536346,0.5749375820159912,1.4687864780426025
0.13247814774513245,0.6574047803878784,1.474915862083435
0.1536269634962082,0.5956496000289917,1.4747525453567505
0.1715843826532364,0.6741822957992554,1.4707010984420776
0.115898497402668,0.7332451343536377,1.4996190071105957
0.1763906627893448,0.5056893825531006,1.4690628051757812
0.16803370416164398,0.6951819658279419,1.4752326011657715
0.1528615802526474,0.8150556087493896,1.47034752368927
0.17131569981575012,0.5953618884086609,1.471253514289856
0.15739692747592926,0.6634952425956726,1.4679538011550903
0.15666481852531433,0.8698537349700928,1.4688133001327515
0.1988743245601654,0.5656963586807251,1.4676854610443115
0.18149879574775696,0.8947679996490479,1.47432279586792
0.10325364768505096,0.7275257706642151,1.4671013355255127
0.12511616945266724,0.912119448184967,1.469089388847351
0.10547482967376709,0.7103912234306335,1.4685012102127075
0.11741585284471512,0.7970463037490845,1.468839406967163
0.11216038465499878,0.6257057189941406,1.4680122137069702
0.08057684451341629,0.8321613073348999,1.4664160013198853
0.11438677459955215,0.5658928155899048,1.4663859605789185
0.11933811753988266,0.6366453170776367,1.4705810546875
0.09695248305797577,0.700502336025238,1.4673949480056763
0.09308960288763046,0.6936934590339661,1.47113037109375
0.08645172417163849,0.6424528956413269,1.4682387113571167
0.13680392503738403,0.9239821434020996,1.4672008752822876
0.08686062693595886,0.7538630366325378,1.468468427658081
0.07185916602611542,0.8069833517074585,1.482429027557373
0.07351100444793701,1.058618187904358,1.4673470258712769
0.052877601236104965,0.8002291321754456,1.4686768054962158
0.06740762293338776,0.7598761320114136,1.468536615371704
0.11288221180438995,0.6231243014335632,1.4674476385116577
0.06372296065092087,0.7912556529045105,1.4676790237426758
0.09720651805400848,0.8362871408462524,1.4689009189605713
0.09985572844743729,0.8714707493782043,1.468639850616455
0.1379411220550537,0.5420752763748169,1.4686452150344849
0.0956423282623291,0.7500451803207397,1.4851577281951904
0.0744982659816742,0.8033177256584167,1.4670195579528809
0.08680003881454468,0.6755426526069641,1.4675958156585693
0.1210668608546257,0.5492240190505981,1.4676501750946045
0.12028048187494278,0.6076657176017761,1.466732382774353
0.06823384761810303,0.85124671459198,1.466954231262207
0.08277343958616257,0.8428072333335876,1.4672876596450806
0.1582895666360855,0.5388572216033936,1.4680027961730957
0.1179017424583435,0.7496899962425232,1.466217041015625
0.08326534181833267,0.7395122051239014,1.466831088066101
0.11834369599819183,0.6859214901924133,1.469954013824463
0.1596248745918274,0.45258015394210815,1.4655694961547852
0.10411667823791504,0.6294779777526855,1.4657448530197144
0.14872638881206512,0.5675250291824341,1.4660887718200684
0.1049535721540451,0.7113070487976074,1.4664173126220703
0.14334632456302643,0.5436225533485413,1.4665343761444092
0.10866701602935791,0.6091205477714539,1.4677143096923828
0.08326253294944763,0.6269416809082031,1.4685996770858765
0.08696284890174866,0.5504938364028931,1.4667421579360962
0.08843532204627991,0.5964064002037048,1.466492772102356
0.06413260847330093,0.7304953336715698,1.4649415016174316
0.10978597402572632,0.5573229193687439,1.4676343202590942
0.056949716061353683,0.8212802410125732,1.4649046659469604
0.06258625537157059,0.7477842569351196,1.4661133289337158
0.11407284438610077,0.7133960723876953,1.4659099578857422
0.07068990170955658,0.6432971954345703,1.465422511100769
0.1008419394493103,0.6920426487922668,1.4681183099746704
0.12199939787387848,0.6518037915229797,1.4651468992233276
0.06363669037818909,0.8950589299201965,1.465019941329956
0.10106436163187027,0.775305986404419,1.4651380777359009
0.08917874842882156,0.6777197122573853,1.4661877155303955
0.12228528410196304,0.6801300644874573,1.46586275100708
0.1013198047876358,0.6297929883003235,1.4661098718643188
0.08008009195327759,0.8791582584381104,1.4646235704421997
0.07053666561841965,0.7742322087287903,1.4644287824630737
0.08539241552352905,0.8266949653625488,1.465254306793213
0.10924959927797318,0.6484041810035706,1.466272234916687
0.06982606649398804,0.7714539766311646,1.465027928352356
0.0476820133626461,0.8267431259155273,1.4657756090164185
0.12410500645637512,0.6480207443237305,1.4650987386703491
0.0913742408156395,0.6299958229064941,1.4649382829666138
0.06736136972904205,0.6576992869377136,1.4653149843215942
0.07452356815338135,0.7105805277824402,1.4657020568847656
0.09036779403686523,0.6905961632728577,1.4670305252075195
0.08814972639083862,0.6113030314445496,1.4643036127090454
0.05627051740884781,0.8240029811859131,1.4643234014511108
0.11087827384471893,0.6531510353088379,1.4668314456939697
0.07516327500343323,0.8636009097099304,1.4831690788269043
0.214463472366333,0.4200878143310547,1.4639898538589478
0.07851523160934448,0.6290532946586609,1.4658572673797607
0.10448884218931198,0.5487843751907349,1.4654872417449951
0.04834367334842682,0.7725014686584473,1.464385747909546
0.05339306220412254,0.7238067984580994,1.4653483629226685
