,g_loss,d_loss
0,0.744253933429718,0.7311140298843384
1,0.8638713359832764,0.6528828740119934
2,0.8956493735313416,0.6292921304702759
3,0.7879213094711304,0.6792439222335815
4,0.9218157529830933,0.6538439989089966
5,1.13375723361969,0.6908225417137146
6,1.275672197341919,0.5167330503463745
7,1.473624587059021,0.2979300916194916
8,1.6632580757141113,0.48441821336746216
9,1.1615228652954102,0.4581132233142853
10,1.785341501235962,0.4035876989364624
11,2.0083909034729004,0.22431199252605438
12,3.4331717491149902,0.368434339761734
13,3.8675544261932373,0.7608551979064941
14,1.3976815938949585,0.27903684973716736
15,4.032360076904297,0.5702140927314758
16,3.1698789596557617,0.25038090348243713
17,1.966639757156372,0.3321567475795746
18,2.191124439239502,0.28533318638801575
19,2.2761073112487793,0.655137836933136
20,1.7946540117263794,0.33964264392852783
21,1.8472058773040771,0.28658485412597656
22,1.800098180770874,0.2690369784832001
23,2.6926827430725098,0.3207266628742218
24,2.7767817974090576,0.38164767622947693
25,1.4225118160247803,0.3199928104877472
26,1.4729499816894531,0.41739368438720703
27,2.2969534397125244,0.38258397579193115
28,1.8576664924621582,0.3170664310455322
29,2.401226758956909,0.23370200395584106
30,1.9160873889923096,0.27939045429229736
31,1.3575445413589478,0.30503907799720764
32,2.8886637687683105,0.2914752662181854
33,4.436015605926514,0.29666367173194885
34,5.34501314163208,0.3844093978404999
35,2.6856002807617188,0.22977925837039948
36,1.1682229042053223,0.3772162199020386
37,2.328988552093506,0.27754107117652893
38,3.1365160942077637,0.33454716205596924
39,2.1990573406219482,0.42696329951286316
40,1.7882187366485596,0.3758433759212494
41,1.6503205299377441,0.35704442858695984
42,2.592428684234619,0.32371842861175537
43,1.880867600440979,0.4070124328136444
44,2.3281919956207275,0.23863454163074493
45,1.9671815633773804,0.21700842678546906
46,2.3939967155456543,0.32120904326438904
47,3.488140344619751,0.33830493688583374
48,2.8896946907043457,0.39737316966056824
49,1.6754441261291504,0.4613264799118042
50,1.93427312374115,0.41786304116249084
51,3.2118358612060547,0.37069034576416016
52,0.7812299728393555,0.6036757826805115
53,1.628513216972351,0.41196736693382263
54,1.2586560249328613,0.5126205682754517
55,1.91693115234375,0.43733519315719604
56,1.5084185600280762,0.3852163553237915
57,1.258509635925293,0.5151216983795166
58,1.5068912506103516,0.3497738242149353
59,1.372562050819397,0.4276389181613922
