,me_change
562,39985.9765625
563,39684.84765625
564,39375.3984375
565,39058.03515625
566,38732.44140625
567,38399.7578125
568,38060.140625
569,37713.38671875
570,37358.2265625
571,36978.4921875
572,36572.03125
573,36160.28515625
574,35747.40625
575,35303.33984375
576,34856.8125
577,34401.0703125
578,33928.4609375
579,33458.37890625
580,32976.625
581,32575.77734375
582,32196.041015625
583,31823.0078125
584,31441.28125
585,31100.791015625
586,30857.24609375
587,30621.185546875
588,30310.296875
589,29970.44140625
590,29629.349609375
591,29288.912109375
592,28948.056640625
593,28606.6796875
594,28263.484375
595,27920.138671875
596,27577.77734375
597,27238.642578125
598,26905.58203125
599,26578.015625
600,26255.36328125
601,25937.8984375
602,25622.7734375
603,25314.697265625
604,25014.20703125
605,24717.8046875
606,24424.462890625
607,24134.7109375
608,23848.1171875
609,23565.5
610,23293.46875
611,23025.13671875
612,22761.29296875
613,22492.546875
614,22221.345703125
615,21953.91796875
616,21691.953125
617,21436.66015625
618,21186.314453125
619,20939.2421875
620,20692.85546875
621,20446.3671875
622,20200.869140625
623,19943.21484375
624,19688.2578125
625,19434.98046875
626,19179.7109375
627,18920.84375
628,18661.14453125
629,18413.29296875
630,18168.56640625
631,17927.177734375
632,17688.53125
633,17452.763671875
634,17218.708984375
635,16986.392578125
636,16729.6484375
637,16459.5625
638,16306.994140625
639,16100.814453125
640,15887.8056640625
641,15723.5458984375
642,15597.404296875
643,15498.609375
644,15403.01171875
645,15302.2734375
646,15189.880859375
647,15066.681640625
648,14942.814453125
649,14818.6787109375
650,14698.427734375
651,14584.400390625
652,14475.15234375
653,14371.18359375
654,14271.88671875
655,14174.44140625
656,14078.359375
657,13969.41796875
658,13847.8125
659,13725.98046875
660,13625.09765625
661,13497.9462890625
662,13402.21875
663,13328.654296875
664,13259.484375
665,13183.982421875
666,13100.40234375
667,13004.73046875
668,12929.2041015625
669,12848.275390625
670,12768.515625
671,12701.453125
672,12621.4326171875
673,12533.546875
674,12448.779296875
675,12376.83203125
676,12305.44140625
677,12230.263671875
678,12155.234375
679,12108.427734375
680,12017.0546875
681,11951.921875
682,11885.4521484375
683,11817.10546875
684,11747.892578125
685,11677.6796875
686,11608.0859375
687,11539.083984375
688,11470.466796875
689,11402.4765625
690,11335.353515625
691,11268.9765625
692,11202.6875
693,11139.251953125
694,11067.9765625
695,11008.875
696,10953.4775390625
697,10897.052734375
698,10835.6435546875
699,10768.5009765625
700,10697.876953125
701,10635.640625
702,10574.22265625
703,10505.9775390625
704,10448.8017578125
705,10393.427734375
706,10337.5380859375
707,10280.78515625
708,10222.80859375
709,10163.77734375
710,10104.345703125
711,10045.197265625
712,9986.689453125
713,9928.9345703125
714,9875.041015625
715,9821.96875
716,9764.2802734375
717,9708.517578125
718,9655.1171875
719,9601.359375
720,9547.3974609375
721,9493.48046875
722,9439.38671875
723,9385.07421875
724,9330.802734375
725,9282.208984375
726,9230.587890625
727,9175.625
728,9120.9951171875
729,9068.13671875
730,9003.0048828125
731,8935.865234375
732,8869.625
733,8804.6943359375
734,8743.177734375
735,8687.43359375
736,8632.65234375
737,8576.296875
738,8517.68359375
739,8457.73828125
740,8397.71875
741,8338.4912109375
742,8280.6826171875
743,8224.396484375
744,8169.1689453125
745,8113.673828125
746,8057.7197265625
747,8001.63623046875
748,7945.32080078125
749,7889.05419921875
750,7833.0146484375
751,7777.451171875
752,7722.6884765625
753,7669.1962890625
754,7616.7216796875
755,7565.0654296875
756,7513.4033203125
757,7461.4248046875
758,7409.24755859375
759,7356.9765625
760,7305.3125
761,7253.6767578125
762,7203.623046875
763,7152.97998046875
764,7104.23046875
765,7056.7236328125
766,7009.41357421875
767,6962.1298828125
768,6914.5205078125
769,6867.07421875
770,6820.69873046875
771,6774.080078125
772,6729.27001953125
773,6684.55322265625
774,6639.60546875
775,6594.599609375
776,6549.4814453125
777,6504.427734375
778,6459.7763671875
779,6416.591796875
780,6373.56591796875
781,6330.1865234375
782,6285.845703125
783,6242.1923828125
784,6201.4296875
785,6159.37890625
786,6115.408203125
787,6075.2744140625
788,6034.689453125
789,5993.619140625
790,5951.6943359375
791,5910.0947265625
792,5865.8359375
793,5826.80908203125
794,5786.1669921875
795,5744.0693359375
796,5701.60595703125
797,5658.9833984375
798,5616.998046875
799,5576.8037109375
800,5534.9736328125
801,5493.01953125
802,5455.2822265625
803,5417.533203125
804,5378.6083984375
805,5338.978515625
806,5299.3330078125
807,5262.6630859375
808,5226.7900390625
809,5190.56103515625
810,5154.50341796875
811,5117.263671875
812,5080.2734375
813,5043.45263671875
814,5008.4560546875
815,4974.5283203125
816,4940.265625
817,4905.67724609375
818,4870.90625
819,4836.0908203125
820,4801.5595703125
821,4768.5625
822,4735.765625
823,4702.48828125
824,4669.630859375
825,4637.41796875
826,4605.35546875
827,4573.23828125
828,4541.0546875
829,4513.86767578125
830,4480.0576171875
831,4450.8974609375
832,4421.5029296875
833,4391.6748046875
834,4361.388671875
835,4330.63134765625
836,4300.0595703125
837,4269.51171875
838,4244.1474609375
839,4211.05859375
840,4182.74365234375
841,4154.30078125
842,4125.79052734375
843,4097.14111328125
844,4068.333984375
845,4045.57421875
846,4013.130859375
847,3986.4638671875
848,3959.474609375
849,3932.00830078125
850,3904.23876953125
851,3880.58056640625
852,3850.77587890625
853,3824.895751953125
854,3798.69140625
855,3772.20947265625
856,3747.44580078125
857,3723.322021484375
858,3699.60888671875
859,3675.2509765625
860,3649.93798828125
861,3625.33056640625
862,3601.40869140625
863,3577.789794921875
864,3557.794921875
865,3532.3955078125
866,3514.6044921875
867,3494.967529296875
868,3472.0302734375
869,3446.25830078125
870,3425.57666015625
871,3406.039794921875
872,3381.176513671875
873,3360.05908203125
874,3341.4150390625
875,3320.074462890625
876,3296.47705078125
877,3274.912109375
878,3255.018310546875
879,3233.24462890625
880,3213.89453125
881,3192.8349609375
882,3173.115478515625
883,3151.6875
884,3132.517822265625
885,3114.523193359375
886,3095.7333984375
887,3074.654541015625
888,3059.1015625
889,3040.623046875
890,3017.538330078125
891,3005.074951171875
892,2989.71826171875
893,2971.22802734375
894,2949.9189453125
895,2926.95068359375
896,2916.40576171875
897,2902.15625
898,2881.485107421875
899,2855.7626953125
900,2844.74755859375
901,2832.56591796875
902,2817.23486328125
903,2798.74658203125
904,2777.48388671875
905,2754.978515625
906,2740.858154296875
907,2728.970703125
908,2710.85498046875
909,2687.48291015625
910,2674.7451171875
911,2663.136962890625
912,2648.6611328125
913,2631.1328125
914,2611.154296875
915,2589.908203125
916,2581.0
917,2568.916015625
918,2550.67431640625
919,2527.711669921875
920,2510.00439453125
921,2498.052001953125
922,2483.248046875
923,2465.32763671875
924,2445.052490234375
925,2428.19921875
926,2415.057373046875
927,2397.56689453125
928,2378.56298828125
929,2364.35400390625
930,2348.203369140625
931,2330.67138671875
932,2315.39501953125
933,2300.38720703125
934,2285.014892578125
935,2269.44287109375
936,2255.11376953125
937,2238.5625
938,2226.47705078125
939,2212.70654296875
940,2197.170166015625
941,2179.91845703125
942,2167.26123046875
943,2153.69091796875
944,2136.113037109375
945,2123.436279296875
946,2111.30859375
947,2097.182373046875
948,2081.224853515625
949,2064.076904296875
950,2054.6943359375
951,2042.784423828125
952,2026.28271484375
953,2008.4520263671875
954,1996.656982421875
955,1983.4384765625
956,1968.555419921875
957,1954.5904541015625
958,1941.5440673828125
959,1927.684814453125
960,1914.90087890625
961,1900.73779296875
962,1890.3671875
963,1877.2318115234375
964,1861.9227294921875
965,1849.76513671875
966,1836.320068359375
967,1825.9620361328125
968,1812.93017578125
969,1799.344482421875
970,1787.76806640625
971,1774.6734619140625
972,1763.35595703125
973,1750.998291015625
974,1738.4805908203125
975,1727.2200927734375
976,1714.58203125
977,1703.4169921875
978,1691.2547607421875
979,1679.938720703125
980,1669.2431640625
981,1657.22705078125
982,1644.3890380859375
983,1636.695556640625
984,1625.798095703125
985,1611.388916015625
986,1602.6861572265625
987,1594.10888671875
988,1583.327880859375
989,1570.500732421875
990,1556.7216796875
991,1550.843017578125
992,1542.4781494140625
993,1529.46533203125
994,1514.783447265625
995,1506.462646484375
996,1496.81298828125
997,1485.86181640625
998,1473.96826171875
999,1467.890380859375
1000,1459.135009765625
1001,1446.99365234375
1002,1435.503173828125
1003,1427.44287109375
1004,1418.0947265625
1005,1407.528076171875
1006,1396.115234375
1007,1390.47216796875
1008,1382.16064453125
1009,1370.5478515625
1010,1359.7244873046875
1011,1352.1986083984375
1012,1343.436767578125
1013,1333.5574951171875
1014,1322.78759765625
1015,1316.0458984375
1016,1307.96923828125
1017,1296.959228515625
1018,1288.23193359375
1019,1281.16650390625
1020,1272.7093505859375
1021,1263.256103515625
1022,1252.9556884765625
1023,1245.22607421875
1024,1237.532958984375
1025,1226.98193359375
1026,1220.067138671875
1027,1213.228759765625
1028,1205.25634765625
1029,1196.2430419921875
1030,1186.50146484375
1031,1177.537109375
1032,1170.143798828125
1033,1160.5511474609375
1034,1152.2777099609375
1035,1143.641845703125
1036,1134.8111572265625
1037,1126.6429443359375
1038,1118.238525390625
1039,1109.34326171875
1040,1101.87744140625
1041,1092.6370849609375
1042,1085.1993408203125
1043,1077.7249755859375
1044,1069.384765625
1045,1060.384033203125
1046,1050.79736328125
1047,1045.9161376953125
1048,1038.3697509765625
1049,1028.1170654296875
1050,1019.6475830078125
1051,1013.207275390625
1052,1005.9046630859375
1053,997.67138671875
1054,988.910888671875
1055,979.9818115234375
1056,973.7325439453125
1057,966.7352905273438
1058,956.96240234375
1059,950.6583862304688
1060,944.597412109375
1061,937.9127197265625
1062,930.4669799804688
1063,922.525390625
1064,914.283447265625
1065,906.0272216796875
1066,899.8507080078125
1067,893.3460693359375
1068,884.181396484375
1069,877.5384521484375
1070,870.689208984375
1071,863.5867919921875
1072,856.276123046875
1073,851.2275390625
1074,843.7186279296875
1075,836.64794921875
1076,830.754638671875
1077,824.365966796875
1078,817.4161987304688
1079,810.1805419921875
1080,804.6215209960938
1081,798.4661865234375
1082,790.582763671875
1083,784.611328125
1084,778.2816162109375
1085,772.042236328125
1086,765.8182373046875
1087,759.710693359375
1088,753.5609130859375
1089,747.7412719726562
1090,741.8631591796875
1091,735.681884765625
1092,730.22314453125
1093,723.7410888671875
1094,717.9317016601562
1095,712.8385009765625
1096,706.65771484375
1097,701.126220703125
1098,695.343505859375
1099,690.0079345703125
1100,684.1810302734375
1101,678.66015625
1102,673.1822509765625
1103,668.0020751953125
1104,662.7839965820312
1105,657.2752685546875
1106,651.8163452148438
1107,646.4930419921875
1108,641.2723388671875
1109,636.2900390625
1110,631.0624389648438
1111,626.0617065429688
1112,620.7890625
1113,616.263671875
1114,610.632080078125
1115,605.6820068359375
1116,601.359375
1117,596.0797729492188
1118,591.3197021484375
1119,586.3875122070312
1120,582.038818359375
1121,576.771484375
1122,572.1064453125
1123,567.8346557617188
1124,562.9656372070312
1125,558.4373779296875
1126,553.760986328125
1127,549.610107421875
1128,544.6185302734375
1129,540.181396484375
1130,536.2460327148438
1131,531.4971923828125
1132,527.1961059570312
1133,522.6974487304688
1134,518.5835571289062
1135,513.9306640625
1136,509.7061767578125
1137,505.3011169433594
1138,501.14813232421875
1139,496.867431640625
1140,492.73272705078125
1141,488.55413818359375
1142,484.275146484375
1143,480.3099365234375
1144,476.049560546875
1145,472.1195068359375
1146,467.9698486328125
1147,463.6646728515625
1148,459.40985107421875
1149,455.14910888671875
1150,450.87835693359375
1151,446.6722412109375
1152,442.4215087890625
1153,438.29254150390625
1154,434.1217346191406
1155,429.9959716796875
1156,425.8241271972656
1157,421.7358093261719
1158,417.66534423828125
1159,413.5939025878906
1160,409.59307861328125
1161,405.60614013671875
1162,401.6537170410156
1163,397.78228759765625
1164,393.8984375
1165,390.0693359375
1166,386.2551574707031
1167,382.4693298339844
1168,378.7152404785156
1169,375.0393981933594
1170,371.6253662109375
1171,368.268798828125
1172,364.892578125
1173,361.5494384765625
1174,358.2425537109375
1175,354.926025390625
1176,351.64581298828125
1177,348.396484375
1178,345.18316650390625
1179,341.97149658203125
1180,338.82733154296875
1181,335.6627197265625
1182,332.5358581542969
1183,329.4603271484375
1184,326.3515319824219
1185,323.2993469238281
1186,320.29443359375
1187,317.28863525390625
1188,314.33380126953125
1189,311.36376953125
1190,308.4420166015625
1191,305.52239990234375
1192,302.6482849121094
1193,299.82220458984375
1194,296.98626708984375
1195,294.22003173828125
1196,291.4306335449219
1197,288.68035888671875
1198,285.9500732421875
1199,283.2740173339844
1200,280.6021728515625
1201,277.95941162109375
1202,275.3221435546875
1203,272.704833984375
1204,270.148193359375
1205,267.59906005859375
1206,265.04302978515625
1207,262.55804443359375
1208,260.05181884765625
1209,257.61492919921875
1210,255.21176147460938
1211,252.79791259765625
1212,250.42294311523438
1213,248.0103302001953
1214,245.67886352539062
1215,243.35015869140625
1216,241.0204315185547
1217,238.78749084472656
1218,236.4875030517578
1219,234.24417114257812
1220,232.022705078125
1221,229.81961059570312
1222,227.63674926757812
1223,225.49212646484375
1224,223.32907104492188
1225,221.19720458984375
1226,219.11016845703125
1227,217.0189971923828
1228,214.9781951904297
1229,212.91542053222656
1230,210.882568359375
1231,208.8625030517578
1232,206.89755249023438
1233,204.92974853515625
1234,202.92489624023438
1235,201.00485229492188
1236,199.08642578125
1237,197.19105529785156
1238,195.28964233398438
1239,193.41928100585938
1240,191.55775451660156
1241,189.71499633789062
1242,187.94708251953125
1243,186.10305786132812
1244,184.31117248535156
1245,182.53933715820312
1246,180.8915557861328
1247,179.10105895996094
1248,177.4534912109375
1249,175.81365966796875
1250,174.192626953125
1251,172.51226806640625
1252,170.84091186523438
1253,169.15525817871094
1254,167.48175048828125
1255,165.85049438476562
1256,164.25057983398438
1257,162.6708526611328
1258,161.19847106933594
1259,159.58163452148438
1260,158.03941345214844
1261,156.54476928710938
1262,155.04026794433594
1263,153.5841064453125
1264,152.12353515625
1265,150.66445922851562
1266,149.19403076171875
1267,147.7420654296875
1268,146.30087280273438
1269,144.87548828125
1270,143.47744750976562
1271,142.07073974609375
1272,140.70098876953125
1273,139.3505096435547
1274,137.99183654785156
1275,136.66213989257812
1276,135.2750701904297
1277,133.96054077148438
1278,132.6243896484375
1279,131.33804321289062
1280,130.02841186523438
1281,128.77236938476562
1282,127.48320770263672
1283,126.25151062011719
1284,124.992431640625
1285,123.77609252929688
1286,122.58183288574219
1287,121.43148803710938
1288,120.26307678222656
1289,119.09562683105469
1290,117.8930435180664
1291,116.68089294433594
1292,115.5145263671875
1293,114.33943176269531
1294,113.20864868164062
1295,112.1138916015625
1296,111.01199340820312
1297,109.9240493774414
1298,108.85504150390625
1299,107.75770568847656
1300,106.68162536621094
1301,105.65670013427734
1302,104.65330505371094
1303,103.66380310058594
1304,102.65453338623047
1305,101.6209945678711
1306,100.59689331054688
1307,99.61469268798828
1308,98.60719299316406
1309,97.63380432128906
1310,96.65003967285156
1311,95.67575073242188
1312,94.69641876220703
1313,93.7210693359375
1314,92.78807067871094
1315,92.01351928710938
1316,90.95220947265625
1317,90.10041809082031
1318,89.24720001220703
1319,88.37199401855469
1320,87.4793472290039
1321,86.58889770507812
1322,85.69798278808594
1323,84.85224914550781
1324,84.01612091064453
1325,83.21736145019531
1326,82.39958190917969
1327,81.5768814086914
1328,80.758544921875
1329,79.99014282226562
1330,79.21522521972656
1331,78.45245361328125
1332,77.7077865600586
1333,76.94032287597656
1334,76.15281677246094
1335,75.35879516601562
1336,74.75939178466797
1337,73.97293853759766
1338,73.23345184326172
1339,72.61616516113281
1340,71.94766235351562
1341,71.22532653808594
1342,70.4673843383789
1343,69.69148254394531
1344,69.27201080322266
1345,68.63719940185547
1346,67.75331115722656
1347,67.1314468383789
1348,66.5986557006836
1349,66.0135726928711
1350,65.37762451171875
1351,64.67496490478516
1352,63.95469284057617
1353,63.297935485839844
1354,62.80427932739258
1355,62.185455322265625
1356,61.48304748535156
1357,60.92871856689453
1358,60.370201110839844
1359,59.80622482299805
1360,59.203819274902344
1361,58.52955627441406
1362,58.04970932006836
1363,57.54105758666992
1364,56.82889938354492
1365,56.410552978515625
1366,55.99793243408203
1367,55.46930694580078
1368,54.86026382446289
1369,54.275352478027344
1370,53.794151306152344
1371,53.362709045410156
1372,52.75831985473633
1373,52.35755920410156
1374,51.96905517578125
1375,51.525848388671875
1376,51.03443145751953
1377,50.49285888671875
1378,49.92167663574219
1379,49.60758972167969
1380,49.21979522705078
1381,48.74081802368164
1382,48.134559631347656
1383,47.82787322998047
1384,47.51679992675781
1385,47.042991638183594
1386,46.49176788330078
1387,45.95222473144531
1388,45.60272979736328
1389,45.15339660644531
1390,44.772666931152344
1391,44.41566467285156
1392,43.99462127685547
1393,43.56303405761719
1394,43.16731262207031
1395,42.785667419433594
1396,42.363983154296875
1397,41.98567199707031
1398,41.585262298583984
1399,41.23081970214844
1400,40.85762023925781
1401,40.45977783203125
1402,40.1075439453125
1403,39.713470458984375
1404,39.401336669921875
1405,39.05965805053711
1406,38.657875061035156
1407,38.33512878417969
1408,38.00577926635742
1409,37.60396957397461
1410,37.171226501464844
1411,36.930824279785156
1412,36.62562561035156
1413,36.21690368652344
1414,35.73423385620117
1415,35.42889404296875
1416,35.08066177368164
1417,34.720794677734375
1418,34.391197204589844
1419,34.041099548339844
1420,33.704429626464844
1421,33.39257049560547
1422,33.05970764160156
1423,32.711097717285156
1424,32.383785247802734
1425,32.04423904418945
1426,31.744098663330078
1427,31.448219299316406
1428,31.136924743652344
1429,30.79814910888672
1430,30.45067596435547
1431,30.139720916748047
1432,29.879528045654297
1433,29.5985164642334
1434,29.287046432495117
1435,28.959491729736328
1436,28.699031829833984
1437,28.40898895263672
1438,28.07451629638672
1439,27.812055587768555
1440,27.511106491088867
1441,27.24651336669922
1442,26.94784164428711
1443,26.707950592041016
1444,26.45667266845703
1445,26.17580795288086
1446,25.87504768371582
1447,25.648509979248047
1448,25.383852005004883
1449,25.06975555419922
1450,24.868011474609375
1451,24.66150665283203
1452,24.41360855102539
1453,24.142837524414062
1454,23.85392951965332
1455,23.587738037109375
1456,23.36859130859375
1457,23.088077545166016
1458,22.86412811279297
1459,22.624347686767578
1460,22.412147521972656
1461,22.15103530883789
1462,21.96163558959961
1463,21.754459381103516
1464,21.53004264831543
1465,21.28961181640625
1466,21.038408279418945
1467,20.868682861328125
1468,20.678388595581055
1469,20.4116153717041
1470,20.19220542907715
1471,20.014911651611328
1472,19.817203521728516
1473,19.587770462036133
1474,19.35447883605957
1475,19.19561767578125
1476,19.015329360961914
1477,18.781606674194336
1478,18.56957244873047
1479,18.402210235595703
1480,18.218915939331055
1481,18.010419845581055
1482,17.797531127929688
1483,17.655303955078125
1484,17.48956298828125
1485,17.267555236816406
