,me_change
373,147194.8125
374,147013.21875
375,146802.65625
376,146562.828125
377,146320.28125
378,146080.90625
379,145842.703125
380,145702.0625
381,145445.515625
382,145067.234375
383,144731.859375
384,144358.078125
385,143964.390625
386,143567.34375
387,143180.0625
388,142774.4375
389,142355.046875
390,141930.609375
391,141507.53125
392,141026.578125
393,140553.15625
394,140075.15625
395,139602.34375
396,139132.265625
397,138656.6875
398,138174.28125
399,137677.8125
400,137342.6875
401,136864.234375
402,136289.0625
403,135946.1875
404,135529.578125
405,135055.9375
406,134625.984375
407,134210.71875
408,133786.03125
409,133415.328125
410,133023.234375
411,132703.65625
412,132382.828125
413,132027.9375
414,131685.6875
415,131444.75
416,131012.6953125
417,130824.921875
418,130569.9765625
419,130201.5390625
420,129769.9921875
421,129800.9765625
422,129489.4140625
423,128908.171875
424,128817.015625
425,128632.109375
426,128313.3203125
427,127890.1640625
428,127650.8359375
429,127415.1171875
430,127040.859375
431,126953.1484375
432,126768.515625
433,126440.2421875
434,125989.890625
435,126022.1171875
436,125908.8203125
437,125531.4453125
438,125098.1015625
439,125007.953125
440,124855.953125
441,124522.4375
442,124064.1796875
443,124226.1875
444,124170.25
445,123833.640625
446,123278.015625
447,123230.8984375
448,123253.28125
449,123053.0546875
450,122631.515625
451,122147.265625
452,122135.9375
453,122011.8125
454,121669.890625
455,121235.625
456,121146.0
457,120880.5703125
458,120649.125
459,120422.140625
460,120219.0625
461,120093.15625
462,119909.7265625
463,119727.1484375
464,119505.53125
465,119397.4921875
466,119130.484375
467,118825.0703125
468,118664.515625
469,118504.296875
470,118366.96875
471,118163.921875
472,117948.09375
473,117795.59375
474,117551.4375
475,117446.0546875
476,117325.390625
477,117075.8984375
478,116951.2109375
479,116906.8203125
480,116733.53125
481,116449.015625
482,116221.1640625
483,116087.8828125
484,115862.1328125
485,115680.40625
486,115592.0859375
487,115473.9453125
488,115352.140625
489,115105.421875
490,114943.5
491,114827.2890625
492,114673.625
493,114505.75
494,114340.2890625
495,114177.8359375
496,114029.125
497,113915.28125
498,113739.2578125
499,113607.9765625
500,113455.234375
501,113249.34375
502,113139.1015625
503,113016.390625
504,112853.8203125
505,112657.140625
506,112600.09375
507,112466.8203125
508,112275.1015625
509,112079.9140625
510,112024.765625
511,111825.921875
512,111652.3203125
513,111529.3515625
514,111432.375
515,111298.9296875
516,111126.203125
517,110970.046875
518,110804.8359375
519,110641.796875
520,110475.359375
521,110266.0234375
522,110153.6171875
523,109995.859375
524,109842.375
525,109674.6796875
526,109470.5078125
527,109250.40625
528,109210.0
529,109012.453125
530,108828.5546875
531,108766.875
532,108641.2578125
533,108416.6484375
534,108202.8515625
535,108054.6796875
536,107871.6171875
537,107652.6953125
538,107411.109375
539,107279.109375
540,107130.609375
541,106960.0390625
542,106744.546875
543,106632.75
544,106476.171875
545,106315.03125
546,106153.890625
547,106008.28125
548,105844.65625
549,105636.96875
550,105533.9296875
551,105379.53125
552,105183.1328125
553,104960.78125
554,105033.9609375
555,104728.7890625
556,104527.359375
557,104453.625
558,104322.2890625
559,104121.5625
560,103859.5078125
561,103737.8515625
562,103635.1640625
563,103477.3203125
564,103281.3359375
565,102988.828125
566,102885.625
567,102791.3203125
568,102636.5390625
569,102462.2578125
570,102282.234375
571,102066.3046875
572,101830.578125
573,101661.8203125
574,101552.1015625
575,101391.7734375
576,101264.7421875
577,101120.9609375
578,100931.6015625
579,100804.5703125
580,100660.0859375
581,100461.625
582,100295.6875
583,100085.3125
584,99840.3515625
585,99609.3046875
586,99367.4609375
587,99074.9765625
588,98809.25
589,98543.46875
590,98277.3203125
591,98008.34375
592,97816.6015625
593,97559.171875
594,97242.125
595,96949.46875
596,96678.9921875
597,96426.015625
598,96153.25
599,95864.828125
600,95518.2578125
601,95235.546875
602,95005.96875
603,94743.3203125
604,94432.9453125
605,94179.265625
606,93900.2578125
607,93583.8359375
608,93347.7890625
609,93119.3046875
610,92901.3515625
611,92589.21875
612,92366.2890625
613,92068.8984375
614,91890.6875
615,91682.625
616,91363.640625
617,91171.2109375
618,90914.546875
619,90632.578125
620,90410.3984375
621,90162.75
622,89905.734375
623,89757.28125
624,89522.7890625
625,89298.6015625
626,89136.921875
627,88839.9765625
628,88649.5703125
629,88355.9921875
630,88106.1953125
631,87883.6328125
632,87611.140625
633,87452.328125
634,87164.921875
635,86948.3515625
636,86821.3125
637,86560.0234375
638,86259.078125
639,86047.875
640,85772.296875
641,85523.0703125
642,85296.703125
643,85101.25
644,84849.8515625
645,84597.0546875
646,84358.9921875
647,84193.21875
648,83996.15625
649,83803.6875
650,83573.90625
651,83349.765625
652,83068.015625
653,82845.7734375
654,82667.5078125
655,82475.5078125
656,82258.359375
657,82041.375
658,81819.0078125
659,81620.1640625
660,81420.5703125
661,81216.125
662,81015.984375
663,80874.5390625
664,80695.546875
665,80437.46875
666,80333.5078125
667,80134.5859375
668,79836.3671875
669,79709.3671875
670,79441.21875
671,79330.109375
672,79096.296875
673,78953.453125
674,78775.09375
675,78526.078125
676,78415.6484375
677,78228.7734375
678,77926.359375
679,77848.9609375
680,77625.5625
681,77408.515625
682,77263.953125
683,77040.1328125
684,76862.8984375
685,76724.0546875
686,76473.359375
687,76338.0703125
688,76115.2265625
689,75954.1171875
690,75758.140625
691,75585.7421875
692,75401.84375
693,75211.2890625
694,75091.1640625
695,74895.8671875
696,74714.0390625
697,74645.6328125
698,74389.6640625
699,74318.625
700,74128.8515625
701,73994.3515625
702,73878.5
703,73646.5625
704,73517.609375
705,73370.0703125
706,73220.359375
707,73063.8125
708,72914.9453125
709,72735.765625
710,72565.9375
711,72396.9296875
712,72362.5234375
713,72174.0625
714,72008.390625
715,71867.265625
716,71694.328125
717,71568.9140625
718,71417.3515625
719,71263.0078125
720,71104.515625
721,70932.6953125
722,70815.2109375
723,70689.4296875
724,70555.953125
725,70399.203125
726,70237.703125
727,70127.3671875
728,69953.5546875
729,69805.09375
730,69655.828125
731,69535.0546875
732,69394.09375
733,69255.1484375
734,69117.140625
735,68946.921875
736,68794.625
737,68758.9453125
738,68660.3671875
739,68482.9453125
740,68249.8203125
741,68187.671875
742,68026.8984375
743,67822.0078125
744,67717.1796875
745,67598.265625
746,67421.6171875
747,67207.8359375
748,67069.1015625
749,66909.3046875
750,66814.59375
751,66703.0234375
752,66531.7578125
753,66338.5625
754,66200.171875
755,66074.7734375
756,65952.3984375
757,65799.8203125
758,65652.53125
759,65498.8125
760,65356.64453125
761,65238.12890625
762,65132.86328125
763,64970.75
764,64859.375
765,64718.09765625
766,64555.421875
767,64520.24609375
768,64314.8046875
769,64225.234375
770,64074.21875
771,63952.64453125
772,63864.80859375
773,63696.5625
774,63607.703125
775,63473.9140625
776,63319.328125
777,63298.7734375
778,63115.4921875
779,62999.92578125
780,62942.59765625
781,62820.7109375
782,62653.9609375
783,62522.0546875
784,62428.5859375
785,62317.44921875
786,62181.98046875
787,62060.375
788,61939.0703125
789,61900.04296875
790,61717.890625
791,61618.09375
792,61495.35546875
793,61367.1953125
794,61296.19140625
795,61175.83203125
796,61089.38671875
797,60993.33203125
798,60872.4921875
799,60798.9765625
800,60685.453125
801,60565.1328125
802,60505.68359375
803,60371.4140625
804,60252.24609375
805,60166.21484375
806,60049.3984375
807,59978.52734375
808,59850.2890625
809,59767.65234375
810,59667.6171875
811,59640.609375
812,59483.9921875
813,59414.9453125
814,59319.1328125
815,59221.90625
816,59146.29296875
817,59037.26171875
818,58952.046875
819,58873.546875
820,58800.5234375
821,58712.125
822,58639.0703125
823,58545.921875
824,58469.17578125
825,58388.3125
826,58281.27734375
827,58192.71484375
828,58114.890625
829,58042.28515625
830,57958.8671875
831,57883.359375
832,57789.08203125
833,57707.76171875
834,57625.24609375
835,57550.375
836,57461.75
837,57401.41796875
838,57329.2734375
839,57251.9765625
840,57161.1328125
841,57123.3359375
842,56995.71875
843,56920.3671875
844,56895.390625
845,56810.5859375
846,56770.7578125
847,56703.38671875
848,56610.9921875
849,56516.16015625
850,56457.4765625
851,56345.2421875
852,56270.203125
853,56219.453125
854,56135.59375
855,56065.83203125
856,56008.7734375
857,55947.23046875
858,55884.296875
859,55806.51171875
860,55745.28125
861,55674.890625
862,55592.90625
863,55537.8515625
864,55467.09375
865,55397.6015625
866,55345.171875
867,55290.40625
868,55222.24609375
869,55144.91015625
870,55156.07421875
871,55019.5
872,54967.3125
873,54904.484375
874,54832.4765625
875,54786.8671875
876,54722.765625
877,54665.65625
878,54596.390625
879,54543.62890625
880,54478.1875
881,54426.0078125
882,54360.95703125
883,54301.53125
884,54233.375
885,54166.49609375
886,54141.48046875
887,54057.60546875
888,54008.875
889,53949.4140625
890,53901.3125
891,53840.62109375
892,53765.96875
893,53714.46875
894,53656.3828125
895,53598.62109375
896,53562.765625
897,53510.4765625
898,53460.5078125
899,53406.8046875
900,53339.1953125
901,53283.53515625
902,53218.953125
903,53141.265625
904,53067.44140625
905,53069.09765625
906,52995.2421875
907,52924.01171875
908,52890.52734375
909,52840.3359375
910,52774.8359375
911,52698.1640625
912,52644.09765625
913,52579.71484375
914,52550.1328125
915,52463.10546875
916,52432.0546875
917,52380.87890625
918,52317.80859375
919,52253.515625
920,52175.6953125
921,52091.44140625
922,52005.8359375
923,51923.51953125
924,51847.49609375
925,51775.18359375
926,51703.953125
927,51633.1796875
928,51560.6015625
929,51487.14453125
930,51423.71875
931,51357.10546875
932,51293.2109375
933,51242.3671875
934,51190.53515625
935,51133.66015625
936,51073.39453125
937,51003.01953125
938,50934.01171875
939,50861.796875
940,50785.75
941,50747.234375
942,50668.65625
943,50622.421875
944,50571.296875
945,50505.7734375
946,50430.79296875
947,50351.89453125
948,50313.23828125
949,50260.90234375
950,50188.68359375
951,50108.4296875
952,50067.7578125
953,50019.4765625
954,49960.52734375
955,49889.3203125
956,49810.625
957,49728.8828125
958,49704.8515625
959,49642.1015625
960,49527.14453125
961,49469.6875
962,49406.7109375
963,49338.3671875
964,49291.34765625
965,49226.98046875
966,49140.9453125
967,49089.92578125
968,49031.7109375
969,48974.68359375
970,48912.5546875
971,48848.91015625
972,48811.296875
973,48730.37890625
974,48676.265625
975,48621.35546875
976,48551.85546875
977,48472.99609375
978,48418.015625
979,48375.44140625
980,48289.9140625
981,48238.2734375
982,48190.51171875
983,48127.375
984,48047.57421875
985,47992.24609375
986,47940.0859375
987,47849.875
988,47792.859375
989,47722.59375
990,47681.671875
991,47593.5703125
992,47552.9609375
993,47490.4921875
994,47413.0546875
995,47380.86328125
996,47298.16015625
997,47245.76953125
998,47206.32421875
999,47146.75
1000,47069.62109375
1001,46997.19140625
1002,46922.47265625
1003,46849.3125
1004,46786.3203125
1005,46741.078125
1006,46684.1015625
1007,46621.78125
1008,46562.11328125
1009,46490.5625
1010,46416.44921875
1011,46369.890625
1012,46292.875
1013,46240.82421875
1014,46176.625
1015,46112.171875
1016,46071.17578125
1017,45989.9375
1018,45931.5390625
1019,45869.92578125
1020,45805.1640625
1021,45753.17578125
1022,45696.53515625
1023,45651.765625
1024,45619.1796875
1025,45550.58984375
1026,45481.05078125
1027,45428.1484375
1028,45346.9296875
1029,45287.28515625
1030,45224.9765625
1031,45153.6171875
1032,45116.265625
1033,45038.83203125
1034,44999.25
1035,44958.24609375
1036,44884.07421875
1037,44809.3671875
1038,44733.61328125
1039,44684.62890625
1040,44608.57421875
1041,44555.0859375
1042,44507.35546875
1043,44458.8671875
1044,44384.91015625
1045,44311.0234375
1046,44235.98046875
1047,44193.71484375
1048,44150.54296875
1049,44041.6796875
1050,43998.234375
1051,43949.4296875
1052,43887.31640625
1053,43810.640625
1054,43770.8515625
1055,43713.6015625
1056,43617.953125
1057,43561.7578125
1058,43494.1015625
1059,43436.3828125
1060,43366.67578125
1061,43307.3203125
1062,43242.859375
1063,43206.84375
1064,43134.06640625
1065,43088.7265625
1066,43034.9765625
1067,42971.37109375
1068,42899.8828125
1069,42843.28515625
1070,42782.125
1071,42733.3671875
1072,42675.421875
1073,42610.3203125
1074,42561.859375
1075,42504.7578125
1076,42455.015625
1077,42393.40234375
1078,42339.06640625
1079,42300.57421875
1080,42245.94921875
1081,42203.8984375
1082,42173.64453125
1083,42123.5234375
1084,42054.9140625
1085,41984.51171875
1086,41937.82421875
1087,41887.98046875
1088,41842.8046875
1089,41785.84375
1090,41720.48828125
1091,41746.4140625
1092,41643.95703125
1093,41610.21875
1094,41631.296875
1095,41587.3359375
1096,41481.390625
1097,41394.59375
1098,41385.15625
1099,41324.9375
1100,41237.75
1101,41201.91796875
1102,41154.68359375
1103,41096.94140625
1104,41047.3828125
1105,41029.30859375
1106,40945.98828125
1107,40911.36328125
1108,40863.1640625
1109,40817.0078125
1110,40762.125
1111,40742.53125
1112,40687.78515625
1113,40618.65625
1114,40604.17578125
1115,40557.21484375
1116,40466.33203125
1117,40467.94140625
1118,40444.51171875
1119,40402.3984375
1120,40346.9140625
1121,40282.7734375
1122,40237.8203125
1123,40153.6640625
1124,40126.15625
1125,40088.22265625
1126,40060.640625
1127,40020.15234375
1128,39975.4921875
1129,39958.2109375
1130,39888.125
1131,39886.92578125
1132,39866.66015625
1133,39806.02734375
1134,39706.0625
1135,39756.6875
1136,39754.015625
1137,39691.390625
1138,39587.296875
1139,39600.24609375
1140,39590.09765625
1141,39441.74609375
1142,39436.36328125
1143,39412.91796875
1144,39339.5390625
1145,39333.3671875
1146,39321.515625
1147,39272.77734375
1148,39198.9609375
1149,39149.859375
1150,39107.36328125
1151,39072.75
1152,39028.10546875
1153,38990.765625
1154,38950.7109375
1155,38905.94140625
1156,38853.22265625
1157,38818.94921875
1158,38789.56640625
1159,38743.28515625
1160,38697.75
1161,38646.6953125
1162,38610.73828125
1163,38576.578125
1164,38539.83203125
1165,38505.85546875
1166,38465.046875
1167,38413.74609375
1168,38402.37890625
1169,38359.09375
1170,38296.7734375
1171,38272.828125
1172,38224.1640625
1173,38174.359375
1174,38177.37109375
1175,38129.65625
1176,38059.75
1177,38043.015625
1178,37986.28515625
1179,37935.3984375
1180,37936.296875
1181,37887.09765625
1182,37823.4453125
1183,37784.97265625
1184,37743.53515625
1185,37698.671875
1186,37663.04296875
1187,37629.40625
1188,37593.3984375
1189,37544.2421875
1190,37528.390625
1191,37518.8828125
1192,37462.95703125
1193,37413.75
1194,37378.5625
1195,37339.41015625
1196,37303.30859375
1197,37275.3515625
1198,37237.51171875
1199,37188.96484375
1200,37134.6328125
1201,37111.30859375
1202,37091.3359375
1203,37048.7890625
1204,37016.55078125
1205,36963.26171875
1206,36921.5625
1207,36897.58203125
1208,36863.20703125
1209,36820.20703125
1210,36810.0625
1211,36761.0546875
1212,36733.3671875
1213,36694.9765625
1214,36648.1796875
1215,36664.80078125
1216,36613.1171875
1217,36563.671875
1218,36550.73828125
1219,36525.21484375
1220,36483.05078125
1221,36426.94140625
1222,36386.2421875
1223,36363.2890625
1224,36305.07421875
1225,36305.6953125
1226,36262.3984375
1227,36219.0
1228,36169.9375
1229,36177.58984375
1230,36129.46484375
1231,36071.8359375
1232,36066.4375
1233,36013.59375
1234,35980.1015625
1235,35955.0703125
1236,35922.90625
1237,35901.0234375
1238,35871.1953125
1239,35833.30859375
1240,35789.2109375
1241,35774.6796875
1242,35732.29296875
1243,35695.265625
1244,35683.15234375
1245,35632.54296875
1246,35594.984375
1247,35560.37890625
1248,35541.421875
1249,35519.43359375
1250,35488.21875
1251,35442.25390625
1252,35457.54296875
1253,35407.12890625
1254,35362.21875
1255,35371.0546875
1256,35330.96484375
1257,35279.83203125
1258,35238.01953125
1259,35293.03515625
1260,35247.73046875
1261,35153.31640625
1262,35144.7421875
1263,35130.046875
1264,35098.453125
1265,35049.58984375
1266,35008.8046875
1267,34990.328125
1268,34937.90625
1269,34935.25
1270,34928.96484375
1271,34874.16796875
1272,34828.3515625
1273,34846.30859375
1274,34800.37109375
1275,34757.3046875
1276,34760.5859375
1277,34725.21484375
1278,34682.9453125
1279,34654.16015625
1280,34676.3984375
1281,34607.03125
1282,34581.32421875
1283,34585.9921875
1284,34576.23828125
1285,34544.08984375
1286,34491.18359375
1287,34426.23046875
1288,34442.1484375
1289,34444.8984375
1290,34383.81640625
1291,34321.6953125
1292,34306.94140625
1293,34256.5078125
1294,34262.57421875
1295,34234.71875
1296,34198.9296875
1297,34192.1953125
1298,34174.8359375
1299,34145.37890625
1300,34106.04296875
1301,34061.4453125
1302,34061.99609375
1303,34018.2890625
1304,33978.234375
1305,33986.51171875
1306,33938.17578125
1307,33922.7109375
1308,33916.625
1309,33854.94140625
1310,33855.15234375
1311,33852.96484375
1312,33837.875
1313,33809.5
1314,33770.96875
1315,33727.11328125
1316,33687.921875
1317,33659.62109375
1318,33641.40625
1319,33622.2734375
1320,33601.79296875
1321,33554.4453125
1322,33568.390625
1323,33552.8125
1324,33490.04296875
1325,33509.1484375
1326,33494.79296875
1327,33444.2265625
1328,33410.96484375
1329,33384.078125
1330,33360.90625
1331,33338.56640625
1332,33311.98828125
1333,33280.0703125
1334,33281.8203125
1335,33251.87890625
1336,33216.1796875
1337,33201.48046875
1338,33172.859375
1339,33148.24609375
1340,33122.13671875
1341,33096.83203125
1342,33078.51953125
1343,33041.8203125
1344,33013.28515625
1345,32998.640625
1346,32975.515625
1347,32955.90625
1348,32930.3359375
1349,32899.50390625
1350,32864.74609375
1351,32891.26953125
1352,32847.32421875
1353,32816.234375
1354,32795.1484375
1355,32741.947265625
1356,32739.34765625
1357,32705.078125
1358,32682.458984375
1359,32668.1953125
1360,32646.2734375
1361,32614.791015625
1362,32575.0703125
1363,32555.12109375
1364,32534.66015625
1365,32492.283203125
1366,32484.837890625
1367,32457.69921875
1368,32432.43359375
1369,32404.365234375
1370,32411.6328125
1371,32355.505859375
1372,32342.88671875
1373,32332.75
1374,32314.6328125
1375,32288.267578125
1376,32239.701171875
1377,32199.77734375
1378,32192.642578125
1379,32149.4609375
1380,32137.828125
1381,32125.87890625
1382,32111.4765625
1383,32065.15234375
1384,32026.642578125
1385,32047.7734375
1386,32009.90234375
1387,31946.74609375
1388,31967.232421875
1389,31932.484375
1390,31883.546875
1391,31871.3125
1392,31832.572265625
1393,31822.6484375
1394,31811.87890625
1395,31787.23828125
1396,31750.810546875
1397,31707.8125
1398,31727.15234375
1399,31706.89453125
1400,31652.953125
1401,31608.150390625
1402,31580.171875
1403,31533.845703125
1404,31462.02734375
1405,31367.109375
1406,31367.544921875
1407,31341.1875
1408,31304.037109375
1409,31270.7734375
1410,31247.45703125
1411,31253.607421875
1412,31210.375
1413,31157.59375
1414,31130.44140625
1415,31104.064453125
1416,31068.77734375
1417,31017.365234375
1418,30976.83203125
1419,30962.728515625
1420,30930.208984375
1421,30882.7421875
1422,30857.869140625
1423,30830.365234375
1424,30779.50390625
1425,30752.927734375
1426,30721.3046875
1427,30687.625
1428,30669.00390625
1429,30628.79296875
1430,30611.134765625
1431,30590.9140625
1432,30554.275390625
1433,30504.021484375
1434,30503.8046875
1435,30484.265625
1436,30442.1875
1437,30396.4375
1438,30379.02734375
1439,30330.85546875
1440,30307.79296875
1441,30285.48828125
1442,30244.0234375
1443,30236.830078125
1444,30218.427734375
1445,30182.939453125
1446,30133.306640625
1447,30124.59765625
1448,30106.185546875
1449,30063.833984375
1450,30009.5234375
1451,30011.8984375
1452,29999.892578125
1453,29956.14453125
1454,29888.7890625
1455,29895.5703125
1456,29893.365234375
1457,29866.009765625
1458,29815.720703125
1459,29765.07421875
1460,29746.375
1461,29699.69140625
1462,29659.076171875
1463,29661.490234375
1464,29643.84765625
1465,29597.875
1466,29564.3359375
1467,29550.26171875
1468,29519.52734375
1469,29472.125
1470,29462.490234375
1471,29447.748046875
1472,29414.05859375
1473,29368.017578125
1474,29347.38671875
1475,29330.443359375
1476,29286.658203125
1477,29254.0546875
1478,29237.271484375
1479,29203.638671875
1480,29158.388671875
1481,29137.216796875
1482,29117.466796875
1483,29092.921875
1484,29057.6796875
1485,29033.875
1486,28998.36328125
1487,28992.84375
1488,28965.271484375
1489,28921.51171875
1490,28944.49609375
1491,28899.265625
1492,28845.71484375
1493,28833.970703125
1494,28800.21875
1495,28793.44140625
1496,28779.75390625
1497,28753.498046875
1498,28716.09375
1499,28680.076171875
1500,28657.478515625
1501,28624.69140625
1502,28599.10546875
1503,28576.85546875
1504,28549.3671875
1505,28530.591796875
1506,28503.171875
1507,28475.78125
1508,28451.515625
1509,28415.716796875
1510,28389.876953125
1511,28371.03125
1512,28341.7890625
1513,28324.62109375
1514,28296.828125
1515,28270.53515625
1516,28249.333984375
1517,28221.517578125
1518,28216.16796875
1519,28201.935546875
1520,28156.123046875
1521,28137.078125
1522,28113.5078125
1523,28082.47265625
1524,28057.501953125
1525,28035.5859375
1526,28009.8828125
1527,27989.654296875
1528,27956.369140625
1529,27956.08984375
1530,27936.21875
1531,27896.57421875
1532,27879.8828125
1533,27867.458984375
1534,27836.517578125
1535,27790.91015625
1536,27801.05078125
1537,27793.10546875
1538,27758.390625
1539,27727.4609375
1540,27710.02734375
1541,27659.373046875
1542,27630.224609375
1543,27640.046875
1544,27617.853515625
1545,27566.95703125
1546,27564.09765625
1547,27557.44921875
1548,27529.904296875
1549,27480.892578125
1550,27438.7109375
1551,27429.49609375
1552,27402.4921875
1553,27364.615234375
1554,27343.16015625
1555,27321.7421875
1556,27280.03515625
1557,27256.001953125
1558,27222.6875
1559,27214.3984375
1560,27186.146484375
1561,27145.583984375
1562,27153.11328125
1563,27134.39453125
1564,27090.369140625
1565,27047.55078125
1566,27038.84375
1567,27021.1328125
1568,26987.95703125
1569,26954.2421875
1570,26933.837890625
1571,26901.71875
1572,26874.921875
1573,26862.359375
1574,26836.849609375
1575,26802.1171875
1576,26778.16015625
1577,26759.046875
1578,26728.88671875
1579,26701.458984375
1580,26685.560546875
1581,26656.20703125
1582,26638.015625
1583,26615.08203125
1584,26578.697265625
1585,26575.724609375
1586,26555.666015625
1587,26514.2265625
1588,26491.185546875
1589,26477.9140625
1590,26450.826171875
1591,26416.7109375
1592,26409.427734375
1593,26379.3984375
