,me_change
1697,226586.4375
1698,226285.0625
1699,225513.21875
1700,225484.6875
1701,225688.609375
1702,225507.9375
1703,224972.1875
1704,224299.875
1705,224871.25
1706,225038.1875
1707,224669.28125
1708,223868.09375
1709,223598.5
1710,223837.765625
1711,223736.8125
1712,223251.875
1713,222633.421875
1714,222763.65625
1715,222882.84375
1716,222552.203125
1717,221848.765625
1718,221869.171875
1719,222037.84375
1720,221877.25
1721,221374.5
1722,220687.5625
1723,221149.5
1724,221338.703125
1725,221050.734375
1726,220362.78125
1727,219765.34375
1728,219944.21875
1729,219792.1875
1730,219318.4375
1731,219021.0
1732,219005.34375
1733,218650.109375
1734,218362.8125
1735,218256.953125
1736,217857.65625
1737,217957.6875
1738,217864.4375
1739,217436.5625
1740,217164.109375
1741,217109.0
1742,216740.8125
1743,216570.03125
1744,216464.671875
1745,216055.484375
1746,216061.75
1747,215986.265625
1748,215595.53125
1749,215274.84375
1750,215179.375
1751,214792.234375
1752,214898.8125
1753,214779.0625
1754,214249.03125
1755,214322.4375
1756,214323.15625
1757,213986.6875
1758,213385.6875
1759,213757.625
1760,213816.796875
1761,213317.5625
1762,212595.5625
1763,212643.875
1764,212430.59375
1765,212019.953125
1766,212158.734375
1767,212067.125
1768,211610.71875
1769,211402.203125
1770,211415.9375
1771,211148.9375
1772,210671.21875
1773,210822.875
1774,210813.9375
1775,210379.15625
1776,209901.609375
1777,209888.765625
1778,209666.125
1779,209260.75
1780,209425.640625
1781,209327.78125
1782,208847.03125
1783,208699.296875
1784,208707.859375
1785,208438.921875
1786,207938.0625
1787,208166.265625
1788,208171.0
1789,207553.5
1790,207403.78125
1791,207473.0
1792,207258.203125
1793,206795.5
1794,206622.71875
1795,206606.296875
1796,206097.15625
1797,206200.90625
1798,206226.875
1799,205974.109375
1800,205486.03125
1801,205422.75
1802,205362.6875
1803,204786.6875
1804,205027.6875
1805,205084.625
1806,204845.984375
1807,204366.578125
1808,203938.84375
1809,203915.625
1810,203475.625
1811,203321.65625
1812,203082.5
1813,203049.0625
1814,202885.8125
1815,202578.078125
1816,202566.328125
1817,202309.78125
1818,202075.46875
1819,201997.203125
1820,201760.3125
1821,201393.109375
1822,201634.75
1823,201356.21875
1824,200914.34375
1825,200894.078125
1826,200704.875
1827,200364.40625
1828,200278.8125
1829,200047.84375
1830,199844.34375
1831,199794.21875
1832,199573.25
1833,199234.625
1834,199274.640625
1835,199016.1875
1836,198768.28125
1837,198741.96875
1838,198576.5
1839,198281.8125
1840,197892.8125
1841,198311.25
1842,198128.5
1843,197338.875
1844,197615.6875
1845,197796.859375
1846,197766.125
1847,197500.09375
1848,197041.8125
1849,196505.0
1850,196430.078125
1851,196512.46875
1852,195987.15625
1853,195829.6875
1854,195907.0625
1855,195817.4375
1856,195538.03125
1857,195115.1875
1858,194772.484375
1859,194728.1875
1860,194385.6875
1861,194239.71875
1862,194012.6875
1863,194031.6875
1864,193639.4375
1865,193478.03125
1866,193302.265625
1867,193203.234375
1868,193053.90625
1869,192787.984375
1870,192842.609375
1871,192478.90625
1872,192479.34375
1873,192486.8125
1874,192332.0
1875,192026.46875
1876,191611.53125
1877,191775.65625
1878,191598.96875
1879,191051.359375
1880,191025.578125
1881,190869.15625
1882,190597.390625
1883,190285.6875
1884,190609.09375
1885,190163.78125
1886,190001.84375
1887,190087.96875
1888,190001.578125
1889,189740.875
1890,189354.25
1891,188961.953125
1892,189402.0
1893,189213.0
1894,188434.75
1895,188394.28125
1896,188289.625
1897,188085.640625
1898,187807.96875
1899,187563.5625
1900,187405.03125
1901,187258.53125
1902,187046.90625
1903,186978.359375
1904,186723.9375
1905,186629.96875
1906,186460.609375
1907,186229.71875
1908,186070.453125
1909,185891.21875
1910,185785.546875
1911,185600.015625
1912,185359.484375
1913,185362.0625
1914,185045.0
1915,184927.578125
1916,184740.75
1917,184544.109375
1918,184661.71875
1919,184228.546875
1920,184160.640625
1921,184032.6875
1922,183830.375
1923,183600.15625
1924,183550.546875
1925,183277.03125
1926,183146.59375
1927,183003.46875
1928,182822.0625
1929,182637.46875
1930,182485.953125
1931,182331.703125
1932,182251.1875
1933,182114.78125
1934,181914.15625
1935,181680.125
1936,181510.25
1937,181594.921875
1938,181185.828125
1939,181048.15625
1940,180919.703125
1941,180734.90625
1942,180521.625
1943,180342.390625
1944,180184.59375
1945,180002.625
1946,179884.125
1947,179766.34375
1948,179622.53125
1949,179453.0
1950,179260.09375
1951,179027.171875
1952,178780.65625
1953,178551.375
1954,178445.8125
1955,178089.15625
1956,177862.59375
1957,177684.59375
1958,177496.5
1959,177296.1875
1960,177080.921875
1961,176861.859375
1962,176712.875
1963,176870.875
1964,176525.46875
1965,176460.046875
1966,176388.390625
1967,176256.96875
1968,176074.265625
1969,175871.796875
1970,175699.875
1971,175535.671875
1972,175382.3125
1973,175256.84375
1974,175153.0
1975,175040.296875
1976,174900.21875
1977,174737.15625
1978,174559.28125
1979,174372.4375
1980,174616.34375
1981,174103.3125
1982,174126.5
1983,174241.1875
1984,174285.578125
1985,174194.921875
1986,173974.40625
1987,173645.5
1988,173315.8125
1989,173087.84375
1990,173266.59375
1991,173034.828125
1992,172743.515625
1993,172702.3125
1994,172682.5
1995,172632.0
1996,172471.1875
1997,172281.78125
1998,172062.9375
1999,171880.53125
2000,171717.578125
2001,171831.453125
2002,171444.53125
2003,171329.15625
2004,171219.5625
2005,171121.0
2006,171010.125
2007,170887.15625
2008,170758.453125
2009,170627.0
2010,170736.859375
2011,170436.09375
2012,170371.21875
2013,170295.21875
2014,170205.25
2015,170099.15625
2016,169978.59375
2017,169847.09375
2018,169720.6875
2019,169600.5
2020,169715.28125
2021,169390.3125
2022,169333.09375
2023,169266.546875
2024,169184.25
2025,169084.34375
2026,168968.046875
2027,168841.09375
2028,168710.0
2029,168640.921875
2030,168520.890625
2031,168455.28125
2032,168377.1875
2033,168284.15625
2034,168175.296875
2035,168055.0
2036,167926.375
2037,167920.78125
2038,167741.0
2039,167678.171875
2040,167599.828125
2041,167505.28125
2042,167395.609375
2043,167273.328125
2044,167138.90625
2045,167240.09375
2046,166948.78125
2047,166885.859375
2048,166805.546875
2049,166705.421875
2050,166588.828125
2051,166464.265625
2052,166509.46875
2053,166280.59375
2054,166234.34375
2055,166160.859375
2056,166058.5625
2057,165928.09375
2058,165775.21875
2059,165865.125
2060,165577.609375
2061,165520.96875
2062,165429.890625
2063,165313.59375
2064,165187.296875
2065,165151.84375
2066,165012.875
2067,164953.53125
2068,164891.40625
2069,164798.40625
2070,164690.390625
2071,164571.375
2072,164440.046875
2073,164300.59375
2074,164259.734375
2075,164083.4375
2076,163997.3125
2077,163898.25
2078,163802.375
2079,163686.40625
2080,163638.53125
2081,163508.953125
2082,163441.890625
2083,163346.765625
2084,163251.828125
2085,163080.140625
2086,163338.328125
2087,163018.921875
2088,162938.34375
2089,163023.53125
2090,163064.953125
2091,163043.9375
2092,162971.921875
2093,162858.03125
2094,162700.96875
2095,162507.28125
2096,162304.5625
2097,162542.6875
2098,162547.25
2099,162099.8125
2100,162072.390625
2101,162152.375
2102,162283.578125
2103,162300.3125
2104,162170.1875
2105,162026.0
2106,161852.96875
2107,161644.765625
2108,161443.609375
2109,161670.59375
2110,161774.0625
2111,161411.28125
2112,161190.296875
2113,161231.734375
2114,161215.375
2115,161196.171875
2116,161157.375
2117,161056.578125
2118,160927.15625
2119,160822.421875
2120,160695.125
2121,160422.765625
2122,160687.140625
2123,160705.5625
2124,160279.453125
2125,160213.1875
2126,160316.0625
2127,160315.0625
2128,160285.578125
2129,160223.109375
2130,160090.75
2131,159970.0625
2132,159765.015625
2133,159444.625
2134,159610.921875
2135,159697.390625
2136,159414.046875
2137,159190.140625
2138,159271.625
2139,159186.6875
2140,158971.359375
2141,158706.640625
2142,159066.125
2143,159048.203125
2144,158702.28125
2145,158478.25
2146,158584.046875
2147,158541.078125
2148,158377.484375
2149,158081.0625
2150,158252.40625
2151,158310.484375
2152,157976.15625
2153,157826.90625
2154,157939.625
2155,157870.71875
2156,157672.5625
2157,157366.078125
2158,157686.125
2159,157769.96875
2160,157469.75
2161,157162.59375
2162,157250.515625
2163,157166.375
2164,156922.0
2165,156795.3125
2166,156765.046875
2167,156730.65625
2168,156649.03125
2169,156461.09375
2170,156430.125
2171,156335.53125
2172,156304.703125
2173,156270.234375
2174,156077.40625
2175,156016.84375
2176,155928.8125
2177,155901.46875
2178,155876.34375
2179,155743.09375
2180,155551.390625
2181,155435.1875
2182,155509.46875
2183,155503.765625
2184,155332.984375
2185,155204.53125
2186,155150.40625
2187,155119.6875
2188,155077.0625
2189,154842.875
2190,155084.625
2191,155075.640625
2192,154706.5625
2193,154854.953125
2194,155057.53125
2195,154991.75
2196,154673.734375
2197,154270.671875
2198,154361.21875
2199,154131.71875
2200,154305.5625
2201,154368.625
2202,154200.3125
2203,153865.109375
2204,154148.90625
2205,154262.71875
2206,154002.234375
2207,153564.515625
2208,153657.25
2209,153552.53125
2210,153398.734375
2211,153330.90625
2212,153378.140625
2213,153310.0
2214,153094.65625
2215,152992.5
2216,153168.75
2217,153112.71875
2218,152904.671875
2219,152985.4375
2220,153010.09375
2221,152743.90625
2222,152745.75
2223,152796.03125
2224,152489.328125
2225,152592.4375
2226,152660.375
2227,152419.203125
2228,152304.625
2229,152410.84375
2230,152148.40625
2231,152162.75
2232,152218.640625
2233,152000.78125
2234,152069.4375
2235,152008.46875
2236,151718.03125
2237,152141.015625
2238,152225.3125
2239,151896.9375
2240,151463.546875
2241,151595.5
2242,151457.71875
2243,151407.421875
2244,151407.171875
2245,151176.3125
2246,151468.625
2247,151309.75
2248,150836.71875
2249,151186.296875
2250,151283.640625
2251,151078.09375
2252,150635.15625
2253,150343.359375
2254,150406.671875
2255,150123.75
2256,149841.171875
2257,149792.75
2258,149523.796875
2259,149524.625
2260,149420.5625
2261,149060.3125
2262,149176.984375
2263,149156.71875
2264,148901.15625
2265,148483.3125
2266,148455.625
2267,148226.1875
2268,148293.78125
2269,148168.828125
2270,147834.859375
2271,147991.8125
2272,147977.28125
2273,147802.671875
2274,147449.296875
2275,147358.953125
2276,147427.859375
2277,147168.4375
2278,146957.25
2279,146991.8125
2280,146870.390625
2281,146589.15625
2282,146801.53125
2283,146750.28125
2284,146337.34375
2285,146390.90625
2286,146515.34375
2287,146431.796875
2288,146193.5
2289,145849.53125
2290,146022.9375
2291,146087.296875
2292,145743.03125
2293,145498.828125
2294,145597.125
2295,145553.90625
2296,145344.5
2297,145090.25
2298,145295.46875
2299,145301.421875
2300,144897.625
2301,144968.21875
2302,145093.09375
2303,145112.4375
2304,144936.75
2305,144638.125
2306,144308.21875
2307,144368.265625
2308,144264.84375
2309,144241.3125
2310,144087.40625
2311,144134.875
2312,143907.25
2313,143926.96875
2314,144005.765625
2315,143943.046875
2316,143731.3125
2317,143501.625
2318,143768.390625
2319,143742.4375
2320,143262.140625
2321,143502.671875
2322,143729.75
2323,143732.375
2324,143422.109375
2325,142995.171875
2326,143081.4375
2327,143241.375
2328,142903.90625
2329,142743.296875
2330,142830.8125
2331,142840.09375
2332,142690.703125
2333,142442.90625
2334,142262.8125
2335,142237.96875
2336,142152.25
2337,142179.5625
2338,142097.875
2339,141906.484375
2340,141952.65625
2341,141787.0
2342,141835.359375
2343,141874.0625
2344,141817.953125
2345,141659.109375
2346,141425.484375
2347,141630.8125
2348,141571.96875
2349,141184.125
2350,141207.65625
2351,141174.703125
2352,141030.4375
2353,141022.9375
2354,140832.15625
2355,140960.9375
2356,141036.625
2357,140979.15625
2358,140825.59375
2359,140577.140625
2360,140670.609375
2361,140641.359375
2362,140250.640625
2363,140399.140625
2364,140509.96875
2365,140406.0625
2366,140123.53125
2367,139830.1875
2368,139880.015625
2369,139794.1875
2370,139427.484375
2371,139397.359375
2372,139298.875
2373,139133.96875
2374,138920.890625
2375,139024.765625
2376,138739.84375
2377,138669.25
2378,138690.171875
2379,138645.21875
2380,138522.65625
2381,138328.921875
2382,138096.09375
2383,138033.484375
2384,137893.03125
2385,137843.96875
2386,137867.1875
2387,137824.9375
2388,137711.453125
2389,137541.0
2390,137347.5625
2391,137373.46875
2392,137163.671875
2393,137176.5625
2394,137235.203125
2395,137224.21875
2396,137132.21875
2397,136971.953125
2398,136774.921875
2399,136619.34375
2400,136957.0625
2401,136835.03125
2402,136418.15625
2403,136465.84375
2404,136411.34375
2405,136334.234375
2406,136225.03125
2407,136106.953125
2408,135982.28125
2409,136229.84375
2410,135971.171875
2411,135881.734375
2412,135973.59375
2413,135982.234375
2414,135935.875
2415,135835.0
2416,135691.015625
2417,135523.96875
2418,135351.1875
2419,135373.78125
2420,135219.859375
2421,135161.34375
2422,135169.5625
2423,135165.5625
2424,135112.875
2425,135009.0625
2426,134863.578125
2427,134738.75
2428,134595.3125
2429,134496.75
2430,134421.09375
2431,134364.625
2432,134300.6875
2433,134228.203125
2434,134147.65625
2435,134060.6875
2436,133969.375
2437,133875.609375
2438,133943.21875
2439,133716.921875
2440,133720.53125
2441,133662.484375
2442,133555.09375
2443,133480.0625
2444,133396.0625
2445,133304.25
2446,133210.734375
2447,133155.484375
2448,133058.8125
2449,132999.796875
2450,132939.125
2451,132888.25
2452,132770.28125
2453,132686.3125
2454,132605.828125
2455,132620.515625
2456,132474.71875
2457,132422.234375
2458,132364.90625
2459,132289.859375
2460,132191.859375
2461,132092.984375
2462,131974.203125
2463,132006.8125
2464,131898.1875
2465,131814.0
2466,131729.9375
2467,131670.4375
2468,131603.203125
2469,131522.71875
2470,131559.6875
2471,131387.890625
2472,131331.84375
2473,131275.46875
2474,131198.75
2475,131126.625
2476,131008.8125
2477,130883.0234375
2478,131052.4765625
2479,130763.828125
2480,130782.546875
2481,130831.515625
2482,130911.734375
2483,130852.8203125
2484,130740.5078125
2485,130610.828125
2486,130452.2265625
2487,130316.3359375
2488,130185.7109375
2489,130511.2265625
2490,130316.5703125
2491,129961.671875
2492,129967.375
2493,129978.3828125
2494,129917.25
2495,129874.671875
2496,129794.5078125
2497,129708.078125
2498,129615.25
2499,129521.84375
2500,129412.7578125
2501,129440.7890625
2502,129214.0078125
2503,129130.71875
2504,129024.71875
2505,129028.953125
2506,128979.1015625
2507,129098.984375
2508,128820.8125
2509,128714.0
2510,128711.375
2511,128684.1328125
2512,128622.734375
2513,128535.0546875
2514,128526.359375
2515,128391.90625
2516,128331.3515625
2517,128242.734375
2518,128127.1328125
2519,128087.859375
2520,128024.921875
2521,128079.921875
2522,127847.5625
2523,127753.1875
2524,127723.3203125
2525,127663.1015625
2526,127574.96875
2527,127466.8828125
2528,127582.90625
2529,127367.234375
2530,127355.796875
2531,127281.859375
2532,127168.859375
2533,127102.203125
2534,127012.796875
2535,127100.296875
2536,126862.984375
2537,126882.84375
2538,126846.1328125
2539,126743.734375
2540,126642.890625
2541,126569.078125
2542,126660.53125
2543,126446.53125
2544,126393.1796875
2545,126346.4375
2546,126287.671875
2547,126172.34375
2548,126081.3984375
2549,126125.734375
2550,125962.1875
2551,125927.4140625
2552,125907.296875
2553,125825.078125
2554,125749.7265625
2555,125670.4375
2556,125686.75
2557,125535.875
2558,125502.390625
2559,125461.4140625
2560,125380.140625
2561,125301.921875
2562,125200.53125
2563,125166.5390625
2564,125107.828125
2565,125058.890625
2566,125020.59375
2567,124950.375
2568,124867.359375
2569,124767.34375
2570,124677.3515625
2571,124922.09375
2572,124561.25
2573,124521.109375
2574,124476.578125
2575,124414.21875
2576,124370.5703125
2577,124277.84375
2578,124216.59375
2579,124194.8203125
2580,124170.546875
2581,124116.515625
2582,124095.1953125
2583,124024.0
2584,123899.1796875
2585,123820.5703125
2586,123791.515625
2587,123731.515625
2588,123688.84375
2589,123623.078125
2590,123581.9765625
2591,123531.890625
2592,123436.1171875
2593,123345.0703125
2594,123289.7109375
2595,123262.984375
2596,123227.84375
2597,123216.890625
2598,123178.1484375
2599,123090.3984375
2600,123038.90625
2601,122988.203125
2602,122929.90625
2603,122854.125
2604,122768.6328125
2605,122923.359375
2606,122685.375
2607,122667.3984375
2608,122637.5234375
2609,122612.9375
2610,122593.296875
2611,122537.140625
2612,122479.953125
2613,122440.5859375
2614,122376.890625
2615,122295.9140625
2616,122232.4140625
2617,122196.6640625
2618,122126.53125
2619,122112.9453125
2620,122084.984375
2621,122034.484375
2622,122075.125
2623,121929.359375
2624,121898.375
2625,121835.8203125
2626,121888.3671875
2627,121903.453125
2628,121869.40625
2629,121784.03125
2630,121694.53125
2631,121660.1796875
2632,121576.0
2633,121495.90625
2634,121450.234375
2635,121378.9375
2636,121332.796875
2637,121286.890625
2638,121239.328125
2639,121210.3125
2640,121161.0
2641,121177.828125
2642,121042.5
2643,121055.3984375
2644,121056.8359375
2645,121041.21875
2646,120991.203125
2647,120954.921875
2648,120944.34375
2649,120896.96875
2650,120815.0703125
2651,120800.484375
2652,120772.84375
2653,120694.6875
2654,120606.484375
2655,120568.234375
2656,120480.109375
2657,120445.984375
2658,120405.9609375
2659,120343.859375
2660,120263.3984375
2661,120239.7578125
2662,120214.671875
2663,120137.6484375
2664,120123.046875
2665,120112.9453125
2666,120078.953125
2667,120024.0234375
2668,119950.25
2669,119871.9140625
2670,119835.625
2671,119780.4296875
2672,119738.203125
2673,119677.421875
2674,119680.921875
2675,119635.8359375
2676,119551.453125
2677,119519.0625
2678,119462.90625
2679,119467.625
2680,119420.3125
2681,119337.21875
2682,119304.296875
2683,119245.296875
2684,119254.6953125
2685,119209.3515625
2686,119114.078125
2687,119078.90625
2688,119034.359375
2689,118997.1640625
2690,118949.0625
2691,118919.5234375
2692,118860.21875
2693,118847.53125
2694,118821.078125
2695,118770.375
2696,118697.515625
2697,118682.171875
2698,118652.6875
2699,118566.9375
2700,118553.65625
2701,118541.703125
2702,118503.296875
2703,118441.265625
2704,118358.75
2705,118340.6796875
2706,118324.5625
2707,118249.75
2708,118185.515625
2709,118168.640625
2710,118126.34375
2711,118061.921875
2712,118009.734375
2713,117970.5
2714,117923.0546875
2715,117887.9609375
2716,117831.09375
2717,117812.6015625
2718,117763.734375
2719,117711.703125
2720,117682.59375
2721,117630.171875
2722,117572.59375
2723,117524.1875
2724,117493.625
2725,117435.296875
2726,117405.8359375
2727,117347.96875
2728,117303.2890625
2729,117244.453125
2730,117202.75
2731,117156.703125
2732,117080.953125
2733,117061.75
2734,117020.2109375
2735,116936.2890625
2736,116902.125
2737,116873.875
2738,116810.8125
2739,116715.921875
2740,116716.125
2741,116693.234375
2742,116626.46875
2743,116521.4375
2744,116489.25
2745,116473.6875
2746,116421.4375
2747,116335.171875
2748,116223.40625
2749,116189.546875
2750,116114.671875
2751,116113.15625
2752,116076.7421875
2753,116008.0390625
2754,115910.53125
2755,115931.140625
2756,115911.6484375
2757,115844.5625
2758,115736.671875
2759,115681.625
2760,115668.4375
2761,115619.328125
2762,115537.296875
2763,115446.484375
2764,115418.890625
2765,115352.296875
2766,115332.015625
2767,115296.578125
2768,115226.03125
2769,115174.421875
2770,115140.421875
2771,115066.265625
2772,115053.9765625
2773,115025.953125
2774,114962.4375
2775,114868.359375
2776,114903.1015625
2777,114891.46875
2778,114834.7890625
2779,114737.84375
2780,114662.171875
2781,114652.6796875
2782,114606.703125
2783,114528.9453125
2784,114489.3203125
2785,114465.65625
2786,114402.03125
2787,114333.015625
2788,114300.2265625
2789,114232.8203125
2790,114233.625
2791,114201.5546875
2792,114130.0859375
2793,114069.203125
2794,114043.2578125
2795,113982.03125
2796,113937.984375
2797,113901.8828125
2798,113827.7109375
2799,113834.9453125
2800,113808.125
2801,113753.609375
2802,113670.875
2803,113644.84375
2804,113628.3828125
2805,113571.625
2806,113479.328125
2807,113482.8359375
2808,113464.7890625
2809,113420.4453125
2810,113355.140625
2811,113274.90625
2812,113180.5
2813,113192.3125
2814,113182.6796875
2815,113115.3671875
2816,113031.4140625
2817,113035.90625
2818,112998.703125
2819,112908.75
2820,112812.921875
2821,112852.9140625
2822,112851.7421875
2823,112796.984375
2824,112694.703125
2825,112637.96875
2826,112619.71875
2827,112576.65625
2828,112529.2109375
2829,112432.9453125
2830,112359.953125
2831,112354.546875
2832,112292.5
2833,112208.59375
2834,112169.921875
2835,112121.3046875
2836,112063.28125
2837,112054.296875
2838,112010.4765625
2839,111935.546875
2840,111918.453125
2841,111884.953125
2842,111796.953125
2843,111789.0625
2844,111778.046875
2845,111726.4609375
2846,111640.984375
2847,111565.1875
2848,111536.796875
2849,111454.640625
2850,111404.15625
2851,111376.8125
2852,111309.53125
2853,111276.03125
2854,111233.7421875
2855,111171.2265625
2856,111122.265625
2857,111072.453125
2858,111049.28125
2859,111007.359375
2860,110944.65625
2861,110918.109375
2862,110870.8125
2863,110784.8203125
2864,110736.71875
2865,110702.875
2866,110641.203125
2867,110591.03125
2868,110537.078125
2869,110465.484375
2870,110405.0
2871,110377.234375
2872,110320.40625
2873,110229.625
2874,110175.1875
2875,110143.078125
2876,110076.90625
2877,110025.015625
2878,109972.4296875
2879,109885.515625
2880,109889.828125
2881,109857.3984375
2882,109752.84375
2883,109686.171875
2884,109658.578125
2885,109595.2265625
2886,109500.578125
2887,109476.71875
2888,109443.5234375
2889,109365.765625
2890,109252.6875
2891,109211.46875
2892,109137.5859375
2893,109134.296875
2894,109083.15625
2895,108987.0078125
2896,108966.75
2897,108941.53125
2898,108884.453125
2899,108801.5625
2900,108698.1875
2901,108656.046875
2902,108599.6875
2903,108545.0625
2904,108491.71875
2905,108423.4453125
2906,108373.71875
2907,108328.609375
2908,108274.609375
2909,108199.296875
2910,108204.0390625
2911,108151.0625
2912,108043.390625
2913,108033.703125
2914,108014.3515625
2915,107968.9453125
2916,107899.40625
2917,107810.3125
2918,107708.0703125
2919,107749.1875
2920,107734.203125
2921,107655.9921875
2922,107521.28125
2923,107483.125
2924,107478.4609375
2925,107444.375
2926,107389.0078125
2927,107314.4921875
2928,107223.71875
2929,107120.0234375
2930,107121.0234375
2931,107102.953125
2932,107006.546875
2933,106890.203125
2934,106861.7734375
2935,106815.046875
2936,106751.2109375
2937,106673.0078125
2938,106612.671875
2939,106557.890625
2940,106484.578125
2941,106431.6953125
2942,106355.546875
2943,106357.8125
2944,106265.296875
2945,106201.453125
2946,106162.296875
2947,106099.9609375
2948,106017.4453125
2949,105969.8359375
2950,105915.578125
2951,105824.6875
2952,105771.6953125
2953,105698.46875
2954,105689.421875
2955,105595.703125
2956,105553.296875
2957,105517.328125
2958,105459.125
2959,105380.78125
2960,105285.7578125
2961,105300.5078125
2962,105237.421875
2963,105103.96875
2964,105067.8046875
2965,105011.265625
2966,104936.875
2967,104900.734375
2968,104829.65625
2969,104761.5703125
2970,104715.4765625
2971,104651.109375
2972,104574.453125
2973,104541.484375
2974,104444.015625
2975,104386.15625
2976,104333.96875
2977,104269.4453125
2978,104210.53125
2979,104156.75
2980,104088.90625
2981,104025.1640625
2982,104021.4609375
2983,103909.3828125
2984,103854.21875
2985,103813.40625
2986,103754.2421875
2987,103706.84375
2988,103640.171875
2989,103581.0
2990,103506.7734375
2991,103463.5078125
2992,103402.8984375
2993,103347.796875
2994,103283.0625
2995,103258.0546875
2996,103167.609375
2997,103117.765625
2998,103049.1484375
2999,103026.625
3000,102937.984375
3001,102917.203125
3002,102885.515625
3003,102833.40625
3004,102762.6015625
3005,102673.9375
3006,102594.7421875
3007,102561.90625
3008,102483.0703125
3009,102440.109375
3010,102375.53125
3011,102304.046875
3012,102268.109375
3013,102175.171875
3014,102120.453125
3015,102052.609375
3016,102014.734375
3017,101958.25
3018,101912.46875
3019,101856.984375
3020,101782.8515625
3021,101705.046875
3022,101640.2109375
3023,101607.4765625
3024,101534.6171875
3025,101508.578125
3026,101469.8125
3027,101409.2890625
3028,101331.828125
3029,101243.1015625
3030,101149.453125
3031,101180.5703125
3032,101051.453125
3033,100990.2578125
3034,100948.359375
3035,100897.96875
3036,100836.0625
3037,100753.90625
3038,100664.234375
3039,100637.828125
3040,100547.7421875
3041,100495.4921875
3042,100438.0234375
3043,100379.1171875
3044,100319.859375
3045,100253.1171875
3046,100240.546875
3047,100151.78125
3048,100123.140625
3049,100081.8125
3050,100031.9296875
3051,99969.828125
3052,99895.8515625
3053,99812.21875
3054,99726.75
3055,99675.890625
3056,99680.671875
3057,99557.3125
3058,99485.7421875
3059,99445.7890625
3060,99392.390625
3061,99326.59375
3062,99253.453125
3063,99183.203125
3064,99129.296875
3065,99084.8125
3066,99016.765625
3067,98954.5
3068,98885.5
3069,98839.0546875
3070,98788.6484375
3071,98732.640625
3072,98671.9140625
3073,98606.34375
3074,98539.09375
3075,98506.65625
3076,98466.265625
3077,98408.734375
3078,98334.5625
3079,98252.109375
3080,98200.53125
3081,98173.0703125
3082,98098.28125
3083,98038.453125
3084,97975.125
3085,97908.5703125
3086,97852.3125
3087,97802.2890625
3088,97740.5859375
3089,97670.265625
3090,97630.65625
3091,97570.2421875
3092,97515.1015625
3093,97458.2109375
3094,97398.734375
3095,97342.859375
3096,97285.28125
3097,97221.90625
3098,97164.921875
3099,97106.375
3100,97051.4375
3101,97001.140625
3102,96952.109375
3103,96890.375
3104,96831.328125
3105,96780.078125
3106,96726.21875
3107,96670.2734375
3108,96612.53125
3109,96556.859375
3110,96493.375
3111,96456.4296875
3112,96410.546875
3113,96346.6328125
3114,96277.375
3115,96223.390625
3116,96168.703125
3117,96114.53125
3118,96056.9296875
3119,96000.984375
3120,95943.671875
3121,95893.796875
3122,95835.84375
3123,95772.0078125
3124,95715.546875
3125,95678.1875
3126,95602.8125
3127,95546.34375
3128,95501.5390625
3129,95444.5625
3130,95382.3125
3131,95337.4609375
3132,95279.953125
3133,95229.484375
3134,95177.453125
3135,95122.703125
3136,95075.0234375
3137,95009.828125
3138,94976.578125
3139,94912.203125
3140,94863.546875
3141,94821.9921875
3142,94777.2421875
3143,94728.9296875
3144,94671.46875
3145,94611.1875
3146,94549.8125
3147,94489.3671875
3148,94471.9296875
3149,94406.296875
3150,94328.984375
3151,94290.609375
3152,94236.1875
3153,94185.609375
3154,94130.71875
3155,94073.546875
3156,94015.171875
3157,93993.8515625
3158,93919.625
3159,93880.640625
3160,93843.0859375
3161,93770.65625
3162,93716.484375
3163,93662.375
3164,93630.6484375
3165,93560.28125
3166,93509.3125
3167,93456.359375
3168,93401.5
3169,93345.015625
3170,93287.9296875
3171,93267.546875
3172,93207.625
3173,93147.46875
3174,93105.4921875
3175,93056.6796875
3176,93003.546875
3177,92952.34375
3178,92903.4296875
3179,92851.1015625
3180,92802.59375
3181,92753.1796875
3182,92698.390625
3183,92640.9453125
3184,92594.75
3185,92544.78125
3186,92492.25
3187,92449.59375
3188,92402.7890625
3189,92349.484375
3190,92296.8046875
3191,92249.1640625
3192,92194.515625
3193,92161.9609375
3194,92096.046875
3195,92049.546875
3196,91998.765625
3197,91962.9375
3198,91904.421875
3199,91860.4296875
3200,91811.65625
3201,91757.859375
3202,91701.34375
3203,91683.609375
3204,91621.03125
3205,91562.515625
3206,91525.625
3207,91482.0
3208,91429.203125
3209,91369.46875
3210,91306.609375
3211,91295.40625
3212,91246.6015625
3213,91157.2421875
3214,91134.7734375
3215,91110.2734375
3216,91072.71875
3217,91019.1875
3218,90952.390625
3219,90880.3671875
3220,90811.015625
3221,90824.6875
3222,90790.78125
3223,90696.78125
3224,90626.8359375
3225,90602.0
3226,90569.84375
3227,90523.4375
3228,90462.90625
3229,90395.296875
3230,90328.890625
3231,90300.6171875
3232,90261.6015625
3233,90175.140625
3234,90131.9375
3235,90086.03125
3236,90036.9453125
3237,89985.25
3238,89931.84375
3239,89895.234375
3240,89832.9375
3241,89786.2734375
3242,89736.4140625
3243,89685.359375
3244,89642.59375
3245,89597.65625
3246,89547.546875
3247,89492.9609375
3248,89446.484375
3249,89390.5
3250,89341.2578125
